,x,y,z,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,percentage,Source
1970-01-01 00:00:34.867106971,3.397268772125244,0.2781834304332733,0.7765070199966431,67.76203083,158.31187476000002,255.96327939,73.37812715999999,-734.37327171,-482.32031406,141.06749904,166.47468786,0.0,set #1
1970-01-01 00:00:34.877136287,3.3970248699188232,0.277811735868454,0.7765331864356995,40.41815193,102.37401369,206.94585054,9.83738106,-633.53344704,-478.61770983,70.27240350000001,94.02587298,0.2777777777777778,set #1
1970-01-01 00:00:34.887410459,3.3968021869659424,0.27742674946784973,0.7765787839889526,-19.08094812,37.0818396,85.42144455,-42.20495526,-667.1271332700001,-499.93950357,22.34063208,24.302076630000002,0.5555555555555556,set #1
1970-01-01 00:00:34.897273836,3.396594524383545,0.2771015167236328,0.7765874266624451,11.27281584,66.55034256,33.55296828,16.48636236,-652.0713544800001,-498.10912476,76.17971088,69.59597424,0.8333333333333334,set #1
1970-01-01 00:00:34.907407102,3.39643931388855,0.27683451771736145,0.7766017913818359,54.787452720000005,115.76705712,43.44443844,35.6561868,-701.75938248,-497.26063296,130.12249614,77.86781262000001,1.1111111111111112,set #1
1970-01-01 00:00:34.917333660,3.3962526321411133,0.27649223804473877,0.7766832709312439,-99.054267,-62.0088534,-101.2042356,-106.276911,-581.1660192,-496.2734712,14.8249686,-14.5608918,1.3888888888888888,set #1
1970-01-01 00:00:34.927099285,3.396052122116089,0.27622005343437195,0.776740312576294,-50.075202450000006,-35.916250500000004,-50.44010595,-39.8284809,-671.07383655,-469.44104805,37.7759421,9.073615199999999,1.6666666666666667,set #1
1970-01-01 00:00:34.937158641,3.395796537399292,0.2760137617588043,0.7768803238868713,40.10093061,59.366179859999995,-63.050730210000005,-19.82813001,-727.3019013,-470.9923998,81.54922971,67.3086999,1.9444444444444446,set #1
1970-01-01 00:00:34.947357473,3.395561933517456,0.27597469091415405,0.7769222855567932,69.23851935,104.83788783,-16.92323724,7.700545709999998,-775.73944812,-473.90288166,163.11464442000002,109.80122322,2.2222222222222223,set #1
1970-01-01 00:00:34.957411823,3.3953003883361816,0.2758847177028656,0.7770024538040161,21.4038903,55.66567344,-20.40660843,-10.62299238,-656.59836411,-443.67304215,207.05290554,101.05379076,2.5,set #1
1970-01-01 00:00:34.967356977,3.3950207233428955,0.2758522033691406,0.7770743370056152,102.20902146,103.82298927,59.14032618,67.91306223000001,-657.71807517,-422.87699141999997,205.77353433,92.98054506,2.7777777777777777,set #1
1970-01-01 00:00:34.977606353,3.3947229385375977,0.2758996784687042,0.7771759629249573,71.07534369,81.39740583000001,34.399192230000004,80.29420971,-789.02268354,-381.58536117,171.14429514,85.49781747,3.055555555555556,set #1
1970-01-01 00:00:34.987278757,3.3944685459136963,0.2759934961795807,0.7771347165107727,-25.964304600000002,-22.78913247,-65.25770862,-24.33520518,144.94577526,-347.1293046,62.83142385,-23.03080143,3.3333333333333335,set #1
1970-01-01 00:00:34.997382459,3.394209384918213,0.27600547671318054,0.7772229313850403,71.25434277000001,84.41102475,43.16270673,48.712982370000006,361.11883743,-310.93402119,167.29836396000002,62.7215901,3.611111111111111,set #1
1970-01-01 00:00:35.007088718,3.3939785957336426,0.27595818042755127,0.777285099029541,-7.76240088,-11.77260162,13.561396680000001,-20.3340033,-459.08539248,-355.86239988,145.81559772,50.64639918,3.8888888888888893,set #1
1970-01-01 00:00:35.017043170,3.393810510635376,0.27599653601646423,0.7773605585098267,107.4409752,121.4121246,113.5980534,151.0732314,-123.7654275,-336.4760178,198.492918,120.8618112,4.166666666666667,set #1
1970-01-01 00:00:35.027448711,3.3936898708343506,0.27608388662338257,0.7773575186729431,142.50499458000002,138.87005691000002,81.79998645,119.9099187,262.11423849,-296.31506775,125.09490786,78.31491057000001,4.444444444444445,set #1
